,Transcript,Translation_Status,IonXpress_SFPQ_N,IonXpress_NONO_N
1431,uc010qiz.1,Translated,1,1
1432,uc002wvk.3,Untranslated,1,1
1433,uc021ucd.1,Untranslated,1,0
1434,uc010nak.3,Untranslated,1,1
1435,uc002jsa.2,Untranslated,4,4
1436,uc003jtz.4,Translated,1,0
1437,uc010ikj.1,Translated,1,0
1438,uc002xum.4,Untranslated,3,6
1439,uc002fmy.2,Translated,1,1
1440,uc002xuo.3,Untranslated,3,6
1441,uc011edg.2,Translated,1,0
1442,uc021rgj.1,Untranslated,2,0
1443,uc001rwm.3,Translated,1,0
1444,uc010jfa.3,Untranslated,3,2
1445,uc011dnq.1,Untranslated,2,0
1446,uc001icj.1,Translated,1,0
1447,uc001xxv.1,Untranslated,1,1
1448,uc003jso.4,Untranslated,1,0
1449,uc021yeq.1,Translated,1,0
1450,uc010gtk.1,Translated,2,1
1451,uc003ldg.3,Untranslated,1,1
1452,uc001xxt.3,Translated,1,1
1453,uc002rdj.3,Translated,1,0
1454,uc003eol.3,Translated,1,0
1455,uc003pah.1,Translated,1,0
1456,uc001lyk.2,Translated,1,0
1457,uc003pqk.3,Translated,1,0
1458,uc001rkd.3,Translated,1,0
1459,uc001xfg.2,Translated,1,0
1460,uc003udz.1,Untranslated,1,0
1461,uc003jtr.1,Translated,1,0
1462,uc001sdb.4,Translated,1,0
1463,uc001rtl.3,Translated,5,2
1464,uc010ghx.4,Translated,1,0
1465,uc011dnc.2,Untranslated,2,0
1466,uc002ysg.3,Translated,1,0
1467,uc011ecr.2,Translated,4,5
1468,uc010ndb.2,Untranslated,1,0
1469,uc011bsp.2,Translated,1,0
1470,uc002ldm.2,Translated,4,3
1471,uc003dnc.3,Untranslated,1,1
1472,uc010ojm.1,Translated,2,2
1473,uc002yse.1,Translated,1,0
1474,uc002ysc.3,Translated,1,0
1475,uc009xid.3,Translated,1,0
1476,uc002eeu.4,Translated,4,5
1477,uc002xzx.3,Translated,1,0
1478,uc001qfi.3,Translated,1,0
1479,uc011ddy.2,Translated,1,0
1480,uc002qth.1,Translated,2,0
1481,uc002qsc.2,Translated,1,0
1482,uc010mwm.4,Translated,1,0
1483,uc021udv.1,Translated,1,1
1484,uc010ska.2,Translated,1,0
1485,uc001qfg.3,Translated,1,0
1486,uc001bsj.1,Translated,1,1
1487,uc003lds.3,Translated,3,2
1488,uc010bfn.3,Translated,1,0
1489,uc003zac.1,Translated,1,0
1490,uc010pek.2,Translated,1,0
1491,uc010ghz.3,Untranslated,1,1
1492,uc002hhk.1,Translated,1,0
1493,uc011kau.2,Translated,1,0
1494,uc001bsf.1,Translated,1,1
1495,uc010dgx.1,Untranslated,1,1
1496,uc001dgy.2,Translated,6,6
1497,uc022abu.1,Translated,1,0
1498,uc009zqm.2,Translated,1,0
1499,uc002hbu.3,Translated,1,0
1500,uc001rtp.4,Translated,1,2
1501,uc002ldq.3,Translated,6,4
1502,uc004dww.4,Translated,1,0
1503,uc001nuf.3,Translated,1,1
1504,uc021udx.1,Translated,1,1
1505,uc021wfo.1,Translated,1,0
1506,uc021ypn.1,Untranslated,1,0
1507,uc001sdl.4,Translated,1,0
1508,uc001esb.2,Translated,1,0
1509,uc002zvo.3,Translated,2,1
1510,uc002fne.4,Translated,1,1
1511,uc001uir.3,Translated,1,0
1512,uc001rjc.1,Translated,1,0
1513,uc001lse.1,Translated,1,0
1514,uc010nwb.1,Untranslated,1,0
1515,uc021ots.1,Translated,2,3
1516,uc009wse.3,Translated,1,0
1517,uc031plh.1,Translated,1,0
1518,uc031tdc.1,Translated,1,0
1519,uc003gjs.4,Translated,2,0
1520,uc002tml.3,Translated,1,0
1521,uc003zkk.3,Translated,2,0
1522,uc002cqy.3,Untranslated,1,0
1523,uc003hrw.2,Translated,1,0
1524,uc003caj.1,Translated,1,1
1525,uc001txp.3,Translated,1,0
1526,uc003cal.1,Translated,1,1
1527,uc021tqy.1,Untranslated,5,3
1528,uc010mef.2,Translated,1,0
1529,uc009vmw.3,Translated,0,1
1530,uc001gzv.3,Translated,0,1
1531,uc003yok.1,Translated,0,1
1532,uc009vmu.1,Translated,0,1
1533,uc001ira.3,Translated,0,1
1534,uc003tdr.1,Translated,0,1
1535,uc010uki.2,Translated,0,1
1536,uc002bdo.3,Translated,0,1
1537,uc001pcl.4,Translated,0,1
1538,uc002uri.4,Translated,0,1
1539,uc003fxn.4,Translated,0,1
1540,uc010ukk.2,Translated,0,1
1541,uc010ugm.1,Translated,0,2
1542,uc001gop.3,Translated,0,1
1543,uc003fxp.2,Untranslated,0,1
1544,uc021yrn.1,Untranslated,0,1
1545,uc010iam.1,Translated,0,1
1546,uc004bob.1,Translated,0,1
1547,uc010orh.1,Translated,0,1
1548,uc010qsa.3,Translated,0,1
1549,uc001snt.2,Translated,0,1
1550,uc010nqy.3,Translated,0,1
1551,uc003uyx.4,Translated,0,1
1552,uc003agw.4,Translated,0,1
1553,uc001tql.4,Translated,0,4
1554,uc001jmx.4,Translated,0,1
1555,uc002ezm.3,Translated,0,1
1556,uc009xpn.1,Translated,0,1
1557,uc001qzj.4,Translated,0,2
1558,uc002aec.3,Translated,0,2
1559,uc010oqs.2,Translated,0,2
1560,uc011cmn.2,Translated,0,5
1561,uc001lan.4,Translated,0,1
1562,uc010zfs.2,Translated,0,1
1563,uc010ctw.1,Untranslated,0,1
1564,uc004aax.3,Translated,0,1
1565,uc001yft.3,Translated,0,2
1566,uc004bdo.1,Translated,0,1
1567,uc010hqt.1,Translated,0,1
1568,uc021ovi.1,Untranslated,0,1
1569,uc003kfh.1,Translated,0,1
1570,uc010tbd.2,Translated,0,1
1571,uc003pll.1,Translated,0,1
1572,uc010udb.2,Translated,0,1
1573,uc021olh.1,Translated,0,1
1574,uc010nhy.2,Translated,0,1
1575,uc003bky.2,Translated,0,1
1576,uc031poo.1,Untranslated,0,2
1577,uc002urj.3,Untranslated,0,1
1578,uc003yvn.3,Translated,0,2
1579,uc001mjq.1,Translated,0,1
1580,uc021ykn.1,Translated,0,1
1581,uc003mbp.1,Translated,0,1
1582,uc002mvu.2,Translated,0,1
1583,uc010dli.3,Translated,0,1
1584,uc001oit.3,Translated,0,1
1585,uc002nhz.4,Translated,0,1
1586,uc001hfr.4,Translated,0,5
1587,uc010stf.2,Translated,0,1
1588,uc009wlc.3,Untranslated,0,2
1589,uc002aut.4,Translated,0,2
1590,uc001ugm.4,Translated,0,1
1591,uc002srs.4,Translated,0,1
1592,uc002ojl.3,Translated,0,1
1593,uc011brj.1,Translated,0,1
1594,uc010zft.2,Translated,0,1
1595,uc001dnn.3,Translated,0,1
1596,uc010lwr.3,Untranslated,0,1
1597,uc002ojj.1,Translated,0,1
1598,uc010esi.1,Translated,0,1
1599,uc001jmz.1,Translated,0,1
1600,uc003weu.2,Translated,0,1
1601,uc022bqu.2,Untranslated,0,1
1602,uc003bld.2,Translated,0,1
1603,uc010pns.2,Translated,0,1
1604,uc010bxg.3,Translated,0,8
1605,uc001tsj.3,Translated,0,2
1606,uc003ere.3,Translated,0,1
1607,uc001qhp.3,Translated,0,1
1608,uc001arn.3,Translated,0,1
1609,uc001uqo.3,Translated,0,1
1610,uc001tsh.3,Translated,0,2
1611,uc003mbj.3,Translated,0,1
1612,uc003erc.1,Translated,0,1
1613,uc010ups.1,Untranslated,0,1
1614,uc021ymj.2,Translated,0,2
1615,uc002qia.1,Translated,0,1
1616,uc021oqb.1,Untranslated,0,1
1617,uc001zok.4,Translated,0,1
1618,uc010xde.2,Translated,0,1
1619,uc002aed.3,Translated,0,2
1620,uc002acd.1,Translated,0,1
1621,uc010pji.2,Translated,0,1
1622,uc021rdt.1,Translated,0,4
1623,uc001uqi.3,Translated,0,1
1624,uc003eag.4,Translated,0,1
1625,uc010lvu.1,Untranslated,0,1
1626,uc010bck.3,Translated,0,1
1627,uc003blb.2,Translated,0,1
1628,uc003gxp.3,Translated,0,1
1629,uc010ywq.2,Translated,0,1
1630,uc003vee.2,Translated,0,1
1631,uc010zbr.2,Translated,0,1
1632,uc003era.1,Translated,0,1
1633,uc009wle.2,Untranslated,0,1
1634,uc010slh.2,Translated,0,1
1635,uc009wyk.3,Untranslated,0,1
1636,uc010tro.2,Translated,0,1
1637,uc009xcf.3,Translated,0,5
1638,uc011bpz.2,Translated,0,4
1639,uc011cvu.2,Translated,0,1
1640,uc003jdx.1,Translated,0,5
1641,uc010qlb.2,Translated,0,1
1642,uc009yrh.3,Translated,0,1
1643,uc010bci.3,Translated,0,1
1644,uc002gho.2,Translated,0,1
1645,uc002uig.3,Translated,0,1
1646,uc002zgt.2,Translated,0,1
1647,uc010biu.1,Translated,0,1
1648,uc001ugn.4,Translated,0,1
1649,uc001ugp.3,Translated,0,1
1650,uc011dzc.2,Translated,0,1
1651,uc010ndr.3,Translated,0,1
1652,uc010txy.2,Translated,0,1
1653,uc002fck.3,Translated,0,1
1654,uc002zgy.2,Translated,0,1
1655,uc002xve.4,Translated,0,1
1656,uc003hlp.1,Translated,0,1
1657,uc001esk.5,Untranslated,0,2
1658,uc031slc.1,Translated,0,1
1659,uc021why.1,Untranslated,0,1
1660,uc002uaa.3,Translated,0,1
1661,uc010zgc.2,Translated,0,1
1662,uc010vgv.1,Translated,0,1
1663,uc010ste.2,Translated,0,1
1664,uc001mho.3,Translated,0,1
1665,uc003tvx.4,Translated,0,1
1666,uc001nfn.3,Translated,0,1
1667,uc002tzw.3,Translated,0,1
1668,uc010zga.1,Translated,0,1
1669,uc021qyy.1,Untranslated,0,1
1670,uc003eai.1,Translated,0,1
1671,uc001nfl.3,Translated,0,1
1672,uc010hlt.4,Translated,0,1
1673,uc002qhv.1,Translated,0,1
1674,uc010zbp.2,Translated,0,1
1675,uc010zgi.2,Translated,0,1
1676,uc002zgu.2,Untranslated,0,1
1677,uc001fwe.2,Translated,0,1
1678,uc001pbm.3,Translated,0,1
1679,uc003ved.2,Translated,0,1
1680,uc003ysb.3,Untranslated,0,2
1681,uc010oan.2,Translated,0,1
1682,uc002zgr.2,Translated,0,1
1683,uc003voz.3,Translated,0,1
1684,uc001pbo.1,Translated,0,1
1685,uc011lcf.2,Untranslated,0,1
1686,uc011dgx.2,Translated,0,1
1687,uc010dlg.3,Translated,0,1
1688,uc001yme.2,Translated,0,1
1689,uc003lbz.2,Translated,0,1
1690,uc001tvw.3,Translated,0,1
1691,uc001dnv.3,Translated,0,1
1692,uc010sti.2,Translated,0,1
1693,uc003evn.3,Translated,0,1
1694,uc001twj.3,Translated,0,1
1695,uc003jcy.3,Translated,0,1
1696,uc003kyp.2,Translated,0,1
1697,uc001aoh.3,Translated,0,1
1698,uc001ssl.2,Translated,0,1
1699,uc002ush.3,Translated,0,1
1700,uc001kyi.1,Translated,0,1
1701,uc002sfp.2,Translated,0,1
1702,uc001lhj.3,Untranslated,0,1
1703,uc003tvv.4,Translated,0,1
1704,uc011cyx.2,Translated,0,1
1705,uc003umx.1,Untranslated,0,2
1706,uc002hhp.1,Translated,0,1
1707,uc002sei.1,Translated,0,1
1708,uc003xmr.3,Translated,0,1
1709,uc011alc.2,Translated,0,1
1710,uc001dnx.3,Translated,0,1
1711,uc010stg.2,Translated,0,1
1712,uc021ouv.1,Untranslated,0,1
1713,uc001mjs.3,Translated,0,1
1714,uc002ryc.3,Translated,0,1
1715,uc003tdq.1,Translated,0,1
1716,uc011lzm.1,Translated,0,1
1717,uc003uyu.3,Translated,0,1
1718,uc002zgq.2,Untranslated,0,1
1719,uc031sqv.1,Translated,0,1
1720,uc003xjj.3,Translated,0,1
1721,uc001grl.3,Translated,0,1
1722,uc002zgs.2,Untranslated,0,1
1723,uc021vqr.1,Translated,0,1
1724,uc003qqq.1,Translated,0,1
1725,uc010mqx.3,Translated,0,1
1726,uc021uuh.1,Translated,0,1
1727,uc003vwg.2,Translated,0,1
1728,uc021xyt.1,Untranslated,0,1
1729,uc011lcg.2,Untranslated,0,1
1730,uc011ald.1,Translated,0,1
1731,uc002ywp.3,Translated,0,1
1732,uc003qqp.3,Translated,0,1
1733,uc003uys.4,Translated,0,1
1734,uc021qwa.1,Translated,0,1
1735,uc011kpk.2,Untranslated,0,3
1736,uc001grj.3,Translated,0,1
1737,uc011alb.1,Translated,0,1
1738,uc021rtu.1,Untranslated,0,1
1739,uc010mnd.3,Translated,0,1
1740,uc002aeb.3,Translated,0,2
1741,uc002urk.4,Translated,0,1
1742,uc001hqr.3,Translated,0,1
1743,uc003vio.3,Translated,0,1
1744,uc003lca.2,Translated,0,1
1745,uc003mex.1,Translated,0,1
1746,uc001gfk.2,Translated,0,1
1747,uc003hlq.1,Translated,0,1
1748,uc001goe.2,Translated,0,1
1749,uc021ygh.2,Translated,0,1
1750,uc002qht.1,Translated,0,1
1751,uc002twm.4,Translated,0,1
1752,uc003kvh.3,Translated,0,1
1753,uc002qhz.1,Translated,0,1
1754,uc004csq.4,Translated,0,1
1755,uc003uyw.3,Translated,0,1
1756,uc031sqt.1,Translated,0,1
1757,uc021ofr.1,Untranslated,0,1
1758,uc002jaa.4,Translated,0,1
1759,uc002tla.2,Translated,0,1
1760,uc002atx.2,Translated,0,1
1761,uc001xdn.2,Untranslated,0,1
1762,uc002ryg.3,Translated,0,1
1763,uc002tzy.1,Translated,0,1
1764,uc002nss.3,Translated,0,1
1765,uc001xdl.3,Untranslated,0,1
1766,uc011byq.2,Translated,0,1
1767,uc010wcb.2,Translated,0,1
1768,uc002rye.3,Translated,0,1
1769,uc003iix.4,Translated,0,1
1770,uc001gfj.4,Translated,0,1
1771,uc003gut.4,Translated,0,1
1772,uc001uva.3,Translated,0,2
1773,uc002qhx.1,Translated,0,1
1774,uc003klx.3,Translated,0,1
1775,uc003vqo.1,Untranslated,0,3
1776,uc002twi.3,Translated,0,1
1777,uc021wyu.1,Translated,0,1
1778,uc010ljr.2,Translated,0,3
1779,uc003qqn.3,Translated,0,1
1780,uc002ldf.3,Translated,0,1
1781,uc022bvq.1,Translated,0,1
1782,uc001dfw.3,Translated,0,2
1783,uc001zeu.3,Untranslated,0,1
1784,uc010bfs.3,Translated,0,2
1785,uc003fiy.2,Translated,0,4
1786,uc003ldj.3,Translated,0,1
1787,uc001igg.1,Untranslated,0,1
1788,uc001ric.2,Translated,0,1
1789,uc002qhr.1,Translated,0,1
1790,uc002uie.3,Translated,0,1
1791,uc004dbl.3,Translated,0,1
1792,uc001suc.3,Translated,0,1
1793,uc010fdk.2,Translated,0,1
1794,uc001ige.3,Translated,0,1
1795,uc001jwj.3,Translated,0,1
1796,uc001uqg.1,Translated,0,1
1797,uc021qmb.1,Translated,0,1
1798,uc001uqq.3,Translated,0,1
1799,uc009zkj.1,Translated,0,1
1800,uc003mls.4,Translated,0,1
1801,uc021vnb.1,Untranslated,0,1
1802,uc010jie.1,Translated,0,1
1803,uc031sac.1,Translated,0,1
1804,uc002hkc.4,Translated,0,1
1805,uc003vfq.2,Translated,0,3
1806,uc003vpb.3,Translated,0,1
1807,uc010ddp.3,Translated,0,1
1808,uc004cfc.1,Translated,0,1
1809,uc003lvo.4,Translated,0,1
1810,uc010zel.2,Translated,0,1
1811,uc002atv.2,Translated,0,1
1812,uc002izx.4,Translated,0,1
1813,uc009wld.3,Untranslated,0,2
1814,uc031qke.1,Translated,0,1
1815,uc003vin.3,Translated,0,1
1816,uc001nfp.3,Translated,0,1
1817,uc011bnk.2,Translated,0,1
1818,uc001gos.2,Translated,0,1
1819,uc031saa.1,Translated,0,1
1820,uc003xxb.1,Untranslated,0,1
1821,uc004bnz.1,Translated,0,1
1822,uc001hnj.3,Translated,0,1
1823,uc031ptc.1,Translated,0,1
1824,uc001bpw.3,Translated,0,1
1825,uc003klt.3,Translated,0,1
1826,uc010wpd.2,Translated,0,1
1827,uc003aiy.1,Translated,0,1
1828,uc002ehi.4,Translated,0,1
1829,uc002upg.3,Untranslated,0,1
1830,uc001iom.3,Translated,0,1
1831,uc010ohz.2,Translated,0,1
1832,uc002qhu.1,Translated,0,1
1833,uc010yba.2,Untranslated,0,1
1834,uc001iqv.3,Untranslated,0,1
1835,uc011dzb.2,Translated,0,1
1836,uc010gwc.1,Translated,0,1
1837,uc009zpo.1,Untranslated,0,1
1838,uc003mwk.3,Translated,0,1
1839,uc002tye.3,Translated,0,2
1840,uc010frz.3,Translated,0,1
1841,uc011buc.2,Translated,0,1
1842,uc010gpx.2,Untranslated,0,1
1843,uc003kfi.1,Translated,0,1
1844,uc001iok.3,Translated,0,1
1845,uc002tzv.3,Translated,0,1
1846,uc002ojk.3,Translated,0,1
1847,uc009vmv.3,Translated,0,1
1848,uc002tdx.3,Translated,0,1
1849,uc009xfv.1,Untranslated,0,1
1850,uc009xhn.1,Untranslated,0,1
1851,uc010zgj.2,Translated,0,1
1852,uc002bdn.3,Translated,0,1
1853,uc031qgg.1,Translated,0,2
1854,uc002izz.4,Translated,0,1
1855,uc021vbp.1,Untranslated,0,1
1856,uc003qsn.4,Translated,0,1
1857,uc021wyt.2,Translated,0,1
1858,uc021sqy.1,Translated,0,1
1859,uc003fxo.4,Translated,0,1
1860,uc003fiw.4,Translated,0,4
1861,uc002tzz.1,Translated,0,1
1862,uc001rhz.2,Translated,0,1
1863,uc004boc.3,Translated,0,1
1864,uc001goq.2,Translated,0,1
1865,uc001iqt.3,Translated,0,1
1866,uc003oce.3,Translated,0,1
1867,uc004boa.1,Translated,0,1
1868,uc001bpv.1,Untranslated,0,1
1869,uc031rty.1,Translated,0,1
1870,uc031rub.1,Untranslated,0,1
1871,uc003agv.4,Translated,0,1
1872,uc010lxz.1,Translated,0,1
1873,uc021shu.1,Untranslated,0,1
1874,uc021pny.1,Translated,0,1
1875,uc009xdz.2,Translated,0,1
1876,uc010zbo.2,Translated,0,1
1877,uc003bkz.2,Translated,0,1
1878,uc002gym.4,Translated,0,1
1879,uc002ojo.1,Translated,0,1
1880,uc002hcm.1,Untranslated,0,1
1881,uc003mwi.3,Translated,0,1
1882,uc002xva.4,Translated,0,1
1883,uc022bqo.2,Untranslated,0,1
1884,uc001byp.3,Untranslated,0,1
1885,uc004cxx.3,Translated,0,1
1886,uc031rud.1,Translated,0,1
1887,uc010zbu.2,Translated,0,2
1888,uc001laq.4,Translated,0,1
1889,uc009xes.3,Translated,0,1
1890,uc002bsn.3,Translated,0,1
1891,uc010ejz.2,Translated,0,1
1892,uc003eaf.4,Untranslated,0,1
1893,uc001pkm.3,Translated,0,1
1894,uc001dnm.3,Translated,0,1
1895,uc010ukj.2,Translated,0,1
1896,uc009xaq.3,Translated,0,1
1897,uc001vnn.1,Translated,0,1
1898,uc021qdx.1,Translated,0,1
1899,uc010tim.1,Translated,0,1
1900,uc009wtm.2,Translated,0,1
1901,uc002xvc.4,Translated,0,1
1902,uc031pop.1,Untranslated,0,2
1903,uc011lqh.2,Translated,0,3
1904,uc010pvs.2,Translated,0,1
1905,uc010igh.3,Translated,0,1
1906,uc001rki.1,Translated,0,1
1907,uc001sub.3,Translated,0,1
1908,uc003tvw.4,Translated,0,1
1909,uc009xpo.1,Translated,0,1
1910,uc002pbi.2,Translated,0,1
1911,uc001zoj.4,Translated,0,1
1912,uc002nsq.3,Translated,0,1
1913,uc001dhg.4,Translated,0,1
1914,uc001pbl.3,Translated,0,1
1915,uc003fnn.1,Translated,0,1
1916,uc003mbi.3,Translated,0,1
1917,uc003erb.1,Translated,0,1
1918,uc002bnj.2,Translated,0,1
1919,uc022ccg.2,Translated,0,1
1920,uc010kwn.1,Untranslated,0,1
1921,uc021uxu.1,Translated,0,1
1922,uc002pbk.2,Translated,0,1
1923,uc010bcj.3,Translated,0,1
1924,uc001ldv.3,Untranslated,0,1
1925,uc010ege.1,Translated,0,1
1926,uc021yqd.1,Untranslated,0,1
1927,uc011kkn.2,Translated,0,1
1928,uc003bla.2,Translated,0,1
1929,uc021uxv.1,Translated,0,1
1930,uc011cqg.2,Translated,0,1
1931,uc002tzt.1,Translated,0,1
1932,uc009zdg.1,Untranslated,0,1
1933,uc003xqs.1,Translated,0,1
1934,uc002tzu.3,Translated,0,1
1935,uc010jlc.3,Translated,0,1
1936,uc001gzw.3,Translated,0,1
1937,uc001bpx.3,Translated,0,1
1938,uc001byq.3,Untranslated,0,1
1939,uc002bsp.3,Translated,0,1
1940,uc010zgd.2,Translated,0,1
1941,uc001hfq.4,Translated,0,5
1942,uc010bit.1,Translated,0,1
1943,uc001ria.3,Translated,0,1
1944,uc021tkp.1,Untranslated,0,1
1945,uc001qzb.4,Untranslated,0,2
1946,uc031rue.1,Translated,0,1
1947,uc001ugo.4,Translated,0,1
1948,uc001tjw.3,Translated,0,1
1949,uc002fcl.3,Translated,0,1
1950,uc010ian.2,Translated,0,1
1951,uc001zev.3,Untranslated,0,1
1952,uc011bie.1,Translated,0,1
1953,uc001jki.1,Translated,0,1
1954,uc003gxo.3,Translated,0,1
1955,uc003ldi.3,Translated,0,1
1956,uc010ial.3,Translated,0,1
1957,uc003kvj.3,Translated,0,1
1958,uc021ofq.1,Translated,0,1
1959,uc003hlm.3,Untranslated,0,1
1960,uc001lao.4,Translated,0,1
1961,uc003zzq.3,Translated,0,3
1962,uc001rid.2,Translated,0,1
1963,uc002ace.1,Translated,0,1
1964,uc001uqj.3,Translated,0,1
1965,uc003nda.2,Translated,0,2
1966,uc002ezn.3,Translated,0,1
1967,uc003tds.1,Translated,0,1
1968,uc001nfm.3,Translated,0,1
1969,uc010cfw.3,Translated,0,1
1970,uc010ugn.1,Translated,0,2
1971,uc010hqu.1,Translated,0,1
1972,uc001ymd.2,Translated,0,1
1973,uc009zwq.3,Translated,0,1
1974,uc001fwd.2,Translated,0,1
1975,uc001sns.2,Translated,0,1
1976,uc010zbq.2,Translated,0,1
1977,uc002jiz.2,Untranslated,0,1
1978,uc010sth.2,Translated,0,1
1979,uc001dnw.3,Translated,0,1
1980,uc003kyq.2,Translated,0,1
1981,uc001nfk.2,Translated,0,1
1982,uc010zgb.1,Translated,0,1
1983,uc003hln.3,Untranslated,0,1
1984,uc003qqo.3,Translated,0,1
1985,uc010ywp.1,Translated,0,1
1986,uc001hui.2,Translated,0,1
1987,uc010dlh.3,Translated,0,1
1988,uc004ase.2,Translated,0,1
1989,uc010yqm.1,Translated,0,1
1990,uc003iiw.4,Translated,0,1
1991,uc002usf.3,Translated,0,1
1992,uc011egp.1,Translated,0,1
1993,uc011brk.1,Translated,0,1
1994,uc003qvl.3,Translated,0,1
1995,uc002zgv.2,Untranslated,0,1
1996,uc001bys.3,Translated,0,2
1997,uc001bzf.2,Translated,0,1
1998,uc002tdy.3,Translated,0,1
1999,uc003qvk.3,Translated,0,1
2000,uc001tqk.4,Translated,0,4
2001,uc003qsl.4,Translated,0,1
2002,uc003lcb.2,Translated,0,1
2003,uc010pjj.2,Translated,0,1
2004,uc001bzd.2,Translated,0,1
2005,uc009zwa.2,Translated,0,1
2006,uc001tsk.3,Untranslated,0,2
2007,uc003gus.4,Translated,0,1
2008,uc003pqc.3,Untranslated,0,1
2009,uc021yru.1,Untranslated,0,1
2010,uc001fdb.4,Translated,0,1
2011,uc002aea.3,Translated,0,2
2012,uc010bxf.3,Untranslated,0,2
2013,uc001jmw.2,Translated,0,1
2014,uc001tsi.3,Translated,0,2
2015,uc031ruf.1,Translated,0,1
2016,uc001uqn.1,Translated,0,1
2017,uc003qsk.4,Translated,0,1
2018,uc003vqp.3,Untranslated,0,3
2019,uc010pjh.2,Translated,0,1
2020,uc003mhx.3,Translated,0,1
2021,uc001lam.4,Translated,0,1
2022,uc001dny.2,Translated,0,1
2023,uc002nsr.3,Translated,0,1
2024,uc010oam.2,Translated,0,1
2025,uc001hvl.2,Translated,0,1
2026,uc001mjr.3,Translated,0,1
2027,uc010mlt.3,Translated,0,3
2028,uc002upf.3,Translated,0,1
2029,uc001qzf.2,Translated,0,2
2030,uc003dbm.4,Translated,0,1
2031,uc002yhf.3,Translated,0,2
2032,uc021uui.1,Translated,0,1
2033,uc021xki.1,Untranslated,0,1
2034,uc001ttn.4,Untranslated,0,1
2035,uc002rvu.1,Untranslated,0,1
2036,uc002bnk.2,Translated,0,1
2037,uc009xce.3,Translated,0,5
2038,uc003gxq.4,Untranslated,0,1
2039,uc010qlc.2,Translated,0,1
2040,uc009yri.3,Translated,0,1
2041,uc003blc.3,Translated,0,1
2042,uc001tsm.1,Translated,0,2
2043,uc011cyy.2,Translated,0,1
2044,uc001lhk.1,Translated,0,1
2045,uc009yrk.3,Translated,0,1
2046,uc004euj.3,Translated,0,1
2047,uc011kpm.2,Translated,0,1
2048,uc001irb.3,Untranslated,0,1
2049,uc002yfe.2,Translated,0,1
2050,uc010psf.2,Untranslated,0,5
2051,uc010igi.3,Translated,0,1
2052,uc021pbx.1,Untranslated,0,1
2053,uc002tzx.3,Translated,0,1
2054,uc002iuz.1,Translated,0,1
2055,uc010hls.4,Translated,0,1
2056,uc002uif.3,Translated,0,1
2057,uc021qyx.1,Untranslated,0,1
2058,uc003ndf.2,Translated,0,1
2059,uc010lmh.2,Translated,0,1
2060,uc003mtq.3,Translated,0,1
2061,uc002qhy.1,Translated,0,1
2062,uc002aty.2,Translated,0,1
2063,uc010enf.2,Translated,0,1
2064,uc001uqp.3,Translated,0,1
2065,uc009wyj.3,Translated,0,1
2066,uc011cuo.1,Translated,0,1
2067,uc022bgu.1,Translated,0,3
2068,uc001pbn.3,Translated,0,1
2069,uc002xvd.4,Translated,0,1
2070,uc002zgw.2,Translated,0,1
2071,uc001twk.3,Translated,0,1
2072,uc004bdp.1,Translated,0,1
2073,uc021who.1,Untranslated,0,1
2074,uc021ygi.1,Translated,0,1
2075,uc003zzs.1,Translated,0,2
2076,uc003vfr.3,Translated,0,3
2077,uc002qhs.2,Translated,0,1
2078,uc011ldl.1,Untranslated,0,1
2079,uc001pck.4,Translated,0,1
2080,uc010meo.3,Translated,0,2
2081,uc010nlq.1,Untranslated,0,10
2082,uc002qhq.3,Translated,0,1
2083,uc011bub.2,Translated,0,1
2084,uc011bud.2,Translated,0,1
2085,uc009zvz.2,Translated,0,1
2086,uc002jfo.1,Translated,0,1
2087,uc002rax.3,Translated,0,1
2088,uc021qve.1,Untranslated,0,2
2089,uc003wwu.3,Translated,0,2
2090,uc004arz.3,Translated,0,1
2091,uc002ksj.4,Translated,0,1
2092,uc001hni.2,Translated,0,1
2093,uc002qhw.1,Translated,0,1
2094,uc011bue.2,Translated,0,1
2095,uc009xdy.1,Translated,0,1
2096,uc003agu.4,Translated,0,1
2097,uc004enz.2,Translated,0,1
2098,uc010dlj.3,Untranslated,0,1
2099,uc002ghr.1,Translated,0,1
2100,uc031ptb.1,Translated,0,1
2101,uc010mts.1,Translated,0,1
2102,uc003mlv.4,Translated,0,1
2103,uc003uyt.3,Translated,0,1
2104,uc002atw.2,Translated,0,1
2105,uc002zgp.2,Untranslated,0,1
2106,uc031squ.1,Translated,0,1
2107,uc003ndd.2,Translated,0,1
2108,uc003mlt.4,Translated,0,1
2109,uc011kpl.2,Translated,0,1
2110,uc003zio.3,Translated,0,1
2111,uc003dbk.5,Translated,0,1
2112,uc011muj.2,Translated,0,1
2113,uc010rtl.2,Translated,0,1
2114,uc003pjy.3,Translated,0,1
2115,uc003xxa.1,Untranslated,0,1
2116,uc001miq.3,Translated,0,1
2117,uc002jeb.3,Untranslated,0,1
2118,uc010mqy.2,Translated,0,1
2119,uc002ppe.3,Translated,0,1
2120,uc011kpa.2,Translated,0,1
2121,uc002iva.3,Translated,0,1
2122,uc003zpe.2,Untranslated,0,1
2123,uc010rhm.2,Translated,0,1
2124,uc003fix.4,Translated,0,4
2125,uc003tdp.1,Translated,0,1
2126,uc001hqs.3,Translated,0,1
2127,uc010tdk.2,Translated,0,1
2128,uc003tdo.1,Translated,0,1
2129,uc001ukf.3,Translated,0,1
